,horas_estudio_semanal,nota_anterior,tasa_asistencia,horas_sueno,edad,nivel_dificultad,aprobado,tiene_tutor_No,tiene_tutor_Sí,horario_estudio_preferido_Desconocido,horario_estudio_preferido_Mañana,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,estilo_aprendizaje_Auditivo,estilo_aprendizaje_Desconocido,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Visual
0,8.957475998038344,48.83060095398218,86.64018172631499,6.675694179152657,25,0.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,11.042524001961656,80.82570664326124,83.44965544904211,4.616843562140823,18,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,4.510776081457513,90.38369427718838,74.62360717097394,7.755246085587813,25,0.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,6.64721279688571,81.87825713706148,82.84984071809973,8.592826202315608,23,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,1.0,66.25417890677699,54.53993487859529,6.671840397082623,21,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,6.407690018732439,73.08911810349704,79.78760325343505,8.50931577496801,29,2.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,13.415889034525687,91.0679966076932,71.79979177431109,4.589867396546137,25,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,16.237527399210038,96.97993865525088,51.41196498065036,7.02070110592484,20,0.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8,4.32357895407524,62.10374698643311,60.824962869609415,6.463756401920014,21,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,7.928665682328723,71.82992642454397,100.0,7.516230488420608,23,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,12.588951372611838,61.580093589430106,64.70153366482619,7.02070110592484,28,1.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,8.608491562171023,56.45049066566707,64.00767417860592,7.87747581402838,24,2.0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12,13.105494640170493,87.69102626451223,57.89426396705807,7.02070110592484,21,2.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,2.2286519665770967,49.89699301098871,76.93505059100768,7.02070110592484,21,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14,7.846363503522712,47.17712413911181,69.22500197685939,4.753005101791993,24,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,3.9231397635011223,55.33770160086903,58.816636512808834,6.582547468651307,23,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16,6.040580954312839,77.85305520013475,97.70568418369903,6.144758640434626,28,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,12.153636496477286,83.26888963571251,80.77499802314061,5.781018881275454,25,2.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,10.458559597426383,72.09565448322793,57.382237608261406,5.842825486705543,18,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,14.688988840151552,86.26292736338812,93.67819882522107,6.986826859258609,27,0.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,13.92518024938446,93.56929746365364,81.56446836030806,8.213752261539337,28,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,9.792936993096784,65.23525609733359,68.11692682105856,4.157111057820685,24,0.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,20.84847032087705,68.01830464657932,100.0,7.564424115676936,29,1.0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,14.115858054692945,55.51869539631874,58.18187298707373,7.190578650131688,24,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,2.270363409416968,75.7656214866156,86.0507374069795,7.504266811351287,28,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,1.0066871149163674,40.34585161412001,45.494612771062805,7.742456437699655,24,2.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
26,17.022665535897733,80.87459808416972,75.0250913807025,7.721259131000218,24,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,3.0108173551444795,40.07543543758307,57.00932278815627,7.556352626933646,27,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
