,nota_anterior,horas_sueno,edad,nivel_dificultad,nota_final,horas_estudio_semanal_wins,tasa_asistencia_wins,tiene_tutor_No,tiene_tutor_Sí,horario_estudio_preferido_Desconocido,horario_estudio_preferido_Mañana,horario_estudio_preferido_Noche,horario_estudio_preferido_Tarde,estilo_aprendizaje_Auditivo,estilo_aprendizaje_Desconocido,estilo_aprendizaje_Kinestésico,estilo_aprendizaje_Lectura/Escritura,estilo_aprendizaje_Visual
0,48.83060095398218,6.675694179152657,25,0.0,84.4,8.957475998038344,86.64018172631499,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,80.82570664326124,4.616843562140823,18,2.0,72.0,11.042524001961656,83.44965544904211,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2,90.38369427718838,7.755246085587813,25,0.0,80.0,4.510776081457513,74.62360717097394,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3,81.87825713706148,8.592826202315608,23,0.0,78.2,6.64721279688571,82.84984071809973,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4,66.25417890677699,6.671840397082623,21,1.0,66.0,1.0,54.53993487859529,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5,73.08911810349704,8.50931577496801,29,2.0,68.0,6.407690018732439,79.78760325343505,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6,91.0679966076932,4.589867396546137,25,0.0,75.5,13.415889034525687,71.79979177431109,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7,96.97993865525088,7.02070110592484,20,0.0,86.3,16.237527399210038,51.41196498065036,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8,62.10374698643311,6.463756401920014,21,1.0,84.8,4.32357895407524,60.824962869609415,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9,71.82992642454397,7.516230488420608,23,1.0,68.8,7.928665682328723,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10,61.580093589430106,7.02070110592484,28,1.0,67.9,12.588951372611838,64.70153366482619,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11,56.45049066566707,7.87747581402838,24,2.0,54.9,8.608491562171023,64.00767417860592,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12,87.69102626451223,7.02070110592484,21,2.0,82.4,13.105494640170493,57.89426396705807,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13,49.89699301098871,7.02070110592484,21,1.0,59.4,2.2286519665770967,76.93505059100768,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14,47.17712413911181,4.753005101791993,24,1.0,63.4,7.846363503522712,69.22500197685939,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
15,55.33770160086903,6.582547468651307,23,1.0,73.2,3.9231397635011223,58.816636512808834,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16,77.85305520013475,6.144758640434626,28,0.0,86.9,6.040580954312839,97.70568418369903,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
17,83.26888963571251,5.781018881275454,25,2.0,77.8,12.153636496477286,80.77499802314061,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
18,72.09565448322793,5.842825486705543,18,1.0,73.0,10.458559597426383,57.382237608261406,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
19,86.26292736338812,6.986826859258609,27,0.0,84.5,14.688988840151552,93.67819882522107,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
20,93.56929746365364,8.213752261539337,28,1.0,90.7,13.92518024938446,81.56446836030806,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
21,65.23525609733359,4.157111057820685,24,0.0,63.9,9.792936993096784,68.11692682105856,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22,68.01830464657932,7.564424115676936,29,1.0,83.9,20.84847032087705,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
23,55.51869539631874,7.190578650131688,24,1.0,66.0,14.115858054692945,58.18187298707373,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
24,75.7656214866156,7.504266811351287,28,1.0,56.4,2.270363409416968,86.0507374069795,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
25,40.34585161412001,7.742456437699655,24,2.0,54.0,1.0066871149163674,45.494612771062805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
26,80.87459808416972,7.721259131000218,24,0.0,91.6,17.022665535897733,75.0250913807025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
27,40.07543543758307,7.556352626933646,27,1.0,66.9,3.0108173551444795,57.00932278815627,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
28,66.79545821753256,5.587450267391961,27,1.0,75.2,13.70693801920567,44.40883627715726,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
29,53.87190237717341,8.85497836227986,25,1.0,67.4,9.679866387310677,52.198461494092,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30,65.70797596367623,6.503691142410371,26,1.0,73.7,11.54871265769265,60.7603778951055,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
31,94.23918186771768,4.48872133613403,26,1.0,70.5,12.546010219321005,80.20178850345093,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
32,93.06536874808076,5.922307005619732,19,1.0,74.7,12.603307472862577,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33,68.88869088307922,5.245899003223461,24,0.0,72.0,3.7350618729990384,97.51552401460032,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
34,76.50222949167683,8.496879488460701,24,2.0,77.7,13.85724837764819,87.30049006410138,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
35,69.60476512912287,6.179949411406033,21,1.0,64.9,8.660581162079753,90.90643287909356,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
36,55.45859938940737,7.02070110592484,26,1.0,66.4,9.187238020236876,55.2877916626546,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37,68.132149508754,7.02070110592484,25,0.0,66.5,3.3902707957164964,59.16232381725136,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
38,88.63090858695253,5.941705027243913,29,0.0,97.5,10.257300100483146,75.17564187655188,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
39,62.27615024861964,8.04866213167484,18,1.0,76.2,5.44563565482325,74.07128550458945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
40,54.13772478425731,5.759953405242553,19,2.0,73.0,6.391431118912917,90.09328538946208,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
41,83.83495327625285,6.337351236834754,19,1.0,71.5,20.72005333888877,98.58803501934965,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
42,58.92866728893208,4.980421533332697,29,2.0,64.8,7.595802896665938,82.68749531548747,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
43,65.15602011210086,7.8288053055234625,29,1.0,64.9,6.193236627678475,62.57802143931804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
44,56.222534380523385,8.731922035243986,28,1.0,59.3,1.0,58.038506929037375,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
45,65.27482414986059,7.02070110592484,25,0.0,50.7,7.832590169441057,43.57427004846179,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
46,88.96099554303726,7.02070110592484,18,2.0,61.1,15.30942067438536,82.04302793957865,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
47,68.81319549762357,9.55835565075925,21,0.0,61.3,6.006155478744027,74.27218954613586,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
48,68.9264279023357,7.240015616926668,27,2.0,78.1,11.443749505785156,94.1490726825403,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,56.107355135460814,7.904414640772361,29,2.0,70.8,15.466361349939298,76.8846385047942,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
50,74.40978671258426,5.575679094833145,22,2.0,90.3,10.825477157096316,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
51,74.01825651376075,5.650699209111719,26,1.0,64.4,16.050686320666554,67.31250468451226,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52,87.99649007902721,8.406696652045465,24,1.0,71.7,17.056466348672604,28.48055083854689,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
53,89.91972406182808,5.633690696446974,25,1.0,91.1,18.126371989648547,58.74691841700606,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
54,50.52593352592821,8.162249267227114,28,0.0,64.8,1.0,80.51388837431912,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
55,63.331992154653,7.02070110592484,26,1.0,75.0,8.816005550590486,59.36748109319047,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
56,86.12809762282659,5.593303347954534,24,0.0,82.7,8.918980597175523,94.22858686046472,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
57,88.38914123354489,7.662648763165245,22,1.0,79.8,15.33151950907666,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
58,63.94966685415766,7.873013629473625,22,0.0,72.7,13.543759282597644,72.40835372655727,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
59,72.66740468479586,5.897802845175399,27,0.0,75.1,14.989598294869005,89.17503713039058,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
60,73.39734064911238,7.815683701953833,28,1.0,63.5,12.503256039968264,100.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
61,64.27488019351657,5.393883104396184,23,1.0,70.1,12.278201568689395,61.96351371507684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
62,69.26578423027594,5.332446883692034,22,1.0,77.8,13.823548368931936,91.96149307096265,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
63,67.10285249780141,6.091067294483885,29,0.0,76.9,11.40455424823022,68.06365797591909,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
64,46.68595589973129,6.320712280911302,28,1.0,77.1,13.259121571230793,66.05389438437777,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
65,81.17041671565187,5.599135088108416,26,0.0,77.4,16.10320174423675,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
66,77.89625301356692,8.26135952596947,20,1.0,65.0,9.6421426341119,76.6831066178093,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
67,65.66875148264454,8.343669728325384,20,1.0,81.9,10.28242807400076,74.32240329193016,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
68,83.7774656194767,6.779026529845212,24,1.0,73.5,11.287474208665746,84.39206118364821,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
69,71.52693398642057,9.383156437859178,24,1.0,71.4,8.841794721510112,51.3110636218791,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
70,70.65886036810396,4.5478795481300285,23,1.0,71.0,8.185748512432369,80.04621703863313,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
71,76.62648763165245,7.390134137758819,20,1.0,89.7,13.368512277066683,81.08963851185933,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
72,63.45640110684291,4.668595589973129,24,1.0,74.7,11.430674678774588,65.15726354383239,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
73,72.59096524218562,6.71028524978014,22,1.0,66.0,10.534206294535068,77.743539986901,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
74,66.33178726910306,5.827561081989285,24,1.0,60.2,13.228153746379895,100.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
75,57.06184428377443,5.989446316879994,19,0.0,83.8,15.243738063632156,91.8897015580126,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
76,81.31996404209654,8.830960523271024,23,1.0,76.8,14.151170787931608,49.49395050795694,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
77,60.082571885653934,5.946526878543112,25,1.0,67.8,6.90970567538264,100.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
78,64.3961365695198,6.8888690883079216,18,1.0,84.1,21.44993916063213,70.67592238870209,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
79,78.1132371766594,9.201790625499108,21,0.0,74.3,10.181952613466034,100.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
80,85.92826202315608,8.436180451190522,28,0.0,82.9,14.630881621513062,93.36995415930228,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
81,61.44758640434626,8.34930079088828,18,2.0,70.4,8.265914493979771,69.17266314921663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
82,47.29616602709421,8.815205896199966,18,1.0,64.6,11.976017616371603,52.578797117536034,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
83,69.49180246894763,5.0955034222290045,27,0.0,88.5,15.700384626477,85.64379461838608,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
84,38.20497654979534,4.0,29,1.0,52.8,6.725347581554397,49.60671229638673,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
85,37.8398399833337,7.02070110592484,28,1.0,69.3,1.362672167601911,76.07945294104826,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
86,76.91821906855884,10.0,25,2.0,85.4,17.489982994026686,93.60072359447426,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
87,86.19534892836623,5.215716676381954,24,0.0,62.0,10.508977995473526,39.99556765753229,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88,62.82962966082084,7.45672288838945,29,0.0,68.8,9.56663180724108,34.7265718846731,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
89,65.31435935015747,6.4517027845405455,27,2.0,74.9,6.520460315605208,49.15070213806023,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
90,65.55089894354838,5.984718777936393,18,0.0,81.9,12.675414075431611,58.1102984419874,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
91,81.62249267227114,7.712820610092738,28,0.0,77.9,11.787478660266617,63.061293171902506,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
92,44.41644349240749,7.02070110592484,19,2.0,52.3,3.816738792400467,42.86489862061514,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
93,78.28805305523463,7.02070110592484,21,1.0,80.4,8.051082844304183,84.67315933557532,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
94,59.561380946815625,10.0,18,0.0,80.0,17.45167572165159,67.04164161265477,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
95,45.89867396546136,6.095585359227639,20,0.0,65.6,18.22184268381919,96.06212527975262,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
